ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg19449626,Body;3'UTR;3'UTR;3'UTR;3'UTR,H2AFV;H2AFV;H2AFV;H2AFV;H2AFV
cg19450840,5'UTR;5'UTR;5'UTR,CALD1;CALD1;CALD1
cg19451167,,
cg19451915,,
cg19453472,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19453818,TSS200;TSS200,CAV2;CAV2
cg19453938,,
cg19454081,,
cg19455421,1stExon;5'UTR,C7orf41;C7orf41
cg19460453,5'UTR,CARD11
cg19461582,5'UTR,AGBL3
cg19463183,TSS1500,ATP6V1F
cg19465011,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19465268,3'UTR;3'UTR,RHBDD2;RHBDD2
cg19465345,,
cg19465374,Body,AZGP1
cg19466037,,
cg19466590,1stExon;5'UTR,CUL1;CUL1
cg19466875,Body;Body;Body,AUTS2;AUTS2;AUTS2
cg19468504,1stExon,EPDR1
cg19469087,Body,TRRAP
cg19469297,TSS200;TSS200;TSS200,TBRG4;TBRG4;TBRG4
cg19469357,5'UTR,NXPH1
cg19470459,3'UTR;3'UTR;3'UTR,DPP6;DPP6;DPP6
cg19471433,Body,ADAP1
cg19471856,Body,LAMB4
cg19472770,TSS1500,C7orf51
cg19472786,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19473623,5'UTR,C1GALT1
cg19473994,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19475224,5'UTR;TSS1500;TSS1500;TSS1500,NOS3;NOS3;NOS3;NOS3
cg19476082,Body;Body,EIF3B;EIF3B
cg19476643,1stExon;3'UTR,TAS2R38;TAS2R38
cg19476741,Body,FAM20C
cg19477020,TSS200,NUP205
cg19478057,TSS1500,NRF1
cg19478298,TSS200;TSS200,RELN;RELN
cg19478983,TSS1500;TSS1500,ING3;ING3
cg19479935,,
cg19480263,Body;Body,RNF216;RNF216
cg19480336,5'UTR;TSS1500,ZNF398;ZNF425
cg19480385,,
cg19480724,Body,EVX1
cg19486070,Body;Body;Body,KIAA1908;KIAA1908;KIAA1908
cg19486437,,
cg19486804,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19487819,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19488093,Body;1stExon;5'UTR;1stExon;5'UTR;Body;Body,CALD1;CALD1;CALD1;CALD1;CALD1;CALD1;CALD1
cg19489320,,
cg19494591,Body;Body,MKRN1;MKRN1
cg19497646,,
cg19497702,Body,SNX8
cg19498319,TSS1500,TSPAN13
cg19499709,3'UTR;3'UTR;3'UTR;3'UTR,GRB10;GRB10;GRB10;GRB10
cg19499736,Body,RNF32
cg19499748,5'UTR;1stExon,TRIL;TRIL
cg19500766,,
cg19501108,5'UTR;5'UTR,CLIP2;CLIP2
cg19501345,TSS200;TSS200,CLIP2;CLIP2
cg19502841,Body,SLC4A2
cg19505767,,
cg19506025,TSS200,TTYH3
cg19506311,TSS1500,ADAP1
cg19507068,1stExon;5'UTR,GNAI1;GNAI1
cg19507256,Body,ZNF862
cg19507725,Body,HIP1
cg19509988,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19510942,,
cg19513514,Body,IMMP2L
cg19513582,Body;Body,UBE2H;UBE2H
cg19513987,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19514381,,
cg19518388,Body;Body,MMD2;MMD2
cg19518539,,
cg19519911,,
cg19521075,Body,NCF1
cg19521279,,
cg19521511,TSS200,ZNF716
cg19523667,TSS200;5'UTR,ZMIZ2;ZMIZ2
cg19523937,,
cg19524238,Body,GNA12
cg19524362,5'UTR;5'UTR,CALCR;CALCR
cg19528521,1stExon,PRKRIP1
cg19528976,5'UTR,C7orf52
cg19529583,Body,SRRM3
cg19529675,Body;TSS200,ANLN;KIAA0895
cg19529696,TSS200;TSS200,ABCF2;ABCF2
cg19529957,Body;Body,SDK1;SDK1
cg19532731,TSS1500,STEAP1
cg19535073,Body;Body;TSS1500,LOC285954;LOC285954;INHBA
cg19535242,,
cg19536059,TSS1500;TSS1500,IGFBP3;IGFBP3
cg19539385,Body;Body,EIF2AK1;EIF2AK1
cg19539421,TSS200;TSS1500;TSS200,ARL4A;ARL4A;ARL4A
cg19540291,,
cg19541247,5'UTR;Body,PRKAG2;PRKAG2
cg19542238,1stExon;5'UTR,SEMA3E;SEMA3E
cg19543017,3'UTR,AGFG2
cg19543348,,
cg19543626,Body;Body;Body,DPP6;DPP6;DPP6
cg19543867,Body;Body,C7orf53;C7orf53
cg19544031,3'UTR;3'UTR;3'UTR;3'UTR,DTX2;DTX2;DTX2;DTX2
cg19544459,,
cg19545258,TSS1500;TSS1500,CLIP2;CLIP2
cg19547192,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19547972,,
cg19548649,TSS200,SLC13A4
cg19548738,5'UTR,FAM115A
cg19549391,,
cg19549708,,
cg19549902,,
cg19550490,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19552044,TSS200;TSS200;TSS200;TSS200;TSS200,POT1;POT1;POT1;POT1;POT1
cg19553910,TSS1500,NUB1
cg19554461,Body;Body,MMD2;MMD2
cg19555191,Body;Body;Body,DPP6;DPP6;DPP6
cg19555641,,
cg19558503,TSS1500,PLEKHA8
cg19559124,,
cg19559519,TSS200,HOXA13
cg19559984,Body;Body;Body;Body,CREB5;CREB5;CREB5;CREB5
cg19560588,,
cg19560710,,
cg19561297,5'UTR;Body;5'UTR;1stExon;1stExon;Body,LRRC17;FBXL13;LRRC17;LRRC17;LRRC17;FBXL13
cg19566658,Body,TRIP6
cg19567735,,
cg19567740,Body,KCP
cg19569074,,
cg19569340,TSS1500;TSS1500,RNF216;RNF216
cg19570161,TSS1500,KIAA1147
cg19570435,1stExon;5'UTR;5'UTR;1stExon,FIGNL1;FIGNL1;FIGNL1;FIGNL1
cg19570749,Body;Body,PMS2;PMS2
cg19572170,,
cg19573230,Body,CREB3L2
cg19573644,,
cg19584649,Body,ESYT2
cg19585556,TSS1500;TSS200;TSS1500;TSS1500;TSS200,HDAC9;HDAC9;HDAC9;HDAC9;HDAC9
cg19586159,5'UTR;1stExon,CAPZA2;CAPZA2
cg19586288,Body;Body,RELN;RELN
cg19588408,Body;Body;Body;Body,CREB5;CREB5;CREB5;CREB5
cg19589071,1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon,IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1
cg19589728,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19590115,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19590934,Body,CYTH3
cg19591077,,
cg19591135,Body;Body,UNC84A;UNC84A
cg19592502,Body,SEMA3C
cg19593229,5'UTR;Body,ZNF92;ZNF92
cg19593306,5'UTR,ZSCAN21
cg19594052,,
cg19594666,TSS200,LEP
cg19595505,Body,SHH
cg19595886,,
cg19596050,,
cg19596541,TSS1500,KBTBD2
cg19598293,,
cg19598584,TSS1500,HOXA2
cg19601293,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19603390,TSS200,C1GALT1
cg19603847,TSS1500,GLI3
cg19604323,,
cg19614632,Body,ZNF783
cg19614694,Body;Body,ST7;ST7
cg19615228,Body,FOXK1
cg19616851,,
cg19617161,,
cg19617217,Body,CDK14
cg19617672,5'UTR;1stExon;Body,WNT16;WNT16;WNT16
cg19619331,TSS1500;TSS1500,FAM71F2;FAM71F2
cg19619414,Body,FAM20C
cg19620668,,
cg19621008,Body,LOC154822
cg19623360,,
cg19624318,,
cg19624444,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19626463,,
cg19627238,,
cg19629631,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19629818,Body,GPC2
cg19630306,Body,MAGI2
cg19630629,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,CHRM2;CHRM2;CHRM2;CHRM2;CHRM2;CHRM2;CHRM2;CHRM2
cg19631845,TSS1500;TSS1500;TSS1500;TSS1500,ZNF138;ZNF138;ZNF138;ZNF138
cg19632026,TSS200,CHCHD3
cg19633305,,
cg19635902,,
cg19636519,,
cg19637814,Body;Body,DPY19L2P2;DPY19L2P2
cg19637978,,
cg19638292,Body;Body;Body,ASB10;ASB10;ASB10
cg19638435,5'UTR;TSS200,CREB5;CREB5
cg19639135,,
cg19639530,TSS200,ZNF777
cg19639831,Body,
cg19640231,,
cg19641644,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B
cg19642189,TSS200;TSS200;TSS200;TSS200,TP53TG1;CROT;CROT;CROT
cg19642306,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19643053,TSS1500,HOXA5
cg19643252,Body;Body;Body,PRKAG2;PRKAG2;PRKAG2
cg19643442,Body;Body;Body,DYNC1I1;DYNC1I1;DYNC1I1
cg19644145,Body,SP4
cg19655177,,
cg19655826,TSS1500,RP9
cg19655952,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon,FOXP2;FOXP2;FOXP2;FOXP2;FOXP2;FOXP2
cg19658268,TSS1500;TSS1500;Body,FBXO24;FBXO24;FBXO24
cg19658444,Body,TNRC18
cg19658926,TSS1500;TSS1500;TSS200;TSS200,CBX3;CBX3;HNRNPA2B1;HNRNPA2B1
cg19660744,TSS1500,TAS2R16
cg19661309,Body,ANKMY2
cg19661819,Body,NUB1
cg19663246,,
cg19663284,,
cg19663555,TSS1500;5'UTR;TSS1500;5'UTR;TSS1500,SGCE;PEG10;SGCE;PEG10;SGCE
cg19665696,Body,ADAP1
cg19666810,Body,LMTK2
cg19672329,TSS200,ARPC1A
cg19672993,Body;Body,AUTS2;AUTS2
cg19677683,TSS200;TSS200,KDELR2;KDELR2
cg19677733,Body;Body;Body;Body;Body;Body,TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1
cg19678392,1stExon;5'UTR,PON1;PON1
cg19678561,5'UTR,NRF1
cg19679210,Body,TNRC18
cg19679250,TSS1500;TSS1500;TSS1500,CALD1;CALD1;CALD1
cg19679302,,
cg19680441,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19682786,Body;1stExon;5'UTR,ZNF804B;MGC26647;MGC26647
cg19683188,,
cg19684373,,
cg19685521,TSS200,PCOLCE
cg19685567,,
cg19689368,TSS200,FAM180A
cg19689679,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19690404,Body;Body,CPA4;CPA4
cg19690496,5'UTR;5'UTR,BPGM;BPGM
cg19690853,,
cg19691505,Body;Body,SDK1;SDK1
cg19691563,Body,SHH
cg19694134,Body,PCLO
cg19694460,Body;Body,RSPH10B;RSPH10B2
cg19696701,,
cg19697559,,
cg19698668,Body,ZNF783
cg19699056,,
cg19699648,Body,GALNT11
cg19701531,Body;TSS1500,SRCRB4D;ZP3
cg19701577,3'UTR,HOXA5
cg19702347,Body,FOXK1
cg19703240,Body;Body;Body,CUX1;CUX1;CUX1
cg19704451,Body;Body,POU6F2;POU6F2
cg19704520,,
cg19705159,Body,LRWD1
cg19705346,3'UTR,ESYT2
cg19706515,,
cg19706795,TSS1500;TSS1500;TSS1500,DFNA5;DFNA5;DFNA5
cg19709083,3'UTR,CUL1
cg19711949,,
cg19713140,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19714062,,
cg19714749,5'UTR;5'UTR;1stExon;1stExon,TPK1;TPK1;TPK1;TPK1
cg19714762,1stExon;Body;5'UTR;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;Body;1stExon,ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11
cg19715936,TSS1500,DDC
cg19716727,Body,FOXK1
cg19717193,1stExon;5'UTR,PUS7;PUS7
cg19717492,Body,CHCHD2
cg19717773,Body,GNA12
cg19718662,,
cg19719409,,
cg19719554,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19719915,,
cg19721794,,
cg19722041,Body,YWHAG
cg19722748,Body,DLX6AS
cg19722814,TSS1500;TSS1500,SERPINE1;SERPINE1
cg19723715,TSS1500;Body;Body;TSS1500;Body,GPER;C7orf50;C7orf50;GPER;C7orf50
cg19723734,5'UTR;5'UTR;5'UTR,MAD1L1;MAD1L1;MAD1L1
cg19724567,TSS200,IFRD1
cg19725553,TSS1500,BLVRA
cg19725725,3'UTR;3'UTR;3'UTR;3'UTR,GRB10;GRB10;GRB10;GRB10
cg19725774,TSS200,POLM
cg19727491,Body;Body,SDK1;SDK1
cg19728601,1stExon,GJC3
cg19728978,Body,USP42
cg19730813,TSS1500;TSS1500,FLNC;FLNC
cg19730982,Body;TSS200;Body;Body,C7orf50;MIR339;C7orf50;C7orf50
cg19731401,Body,GNA12
cg19732052,Body,DOCK4
cg19732903,TSS200,ZSCAN21
cg19734015,Body;Body;TSS1500;Body;TSS1500,SGCE;SGCE;PEG10;SGCE;PEG10
cg19734030,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,H2AFV;H2AFV;H2AFV;H2AFV;H2AFV
cg19734163,TSS1500,ZC3HAV1L
cg19734188,TSS1500,CNPY1
cg19734222,,
cg19735045,,
cg19735335,5'UTR;5'UTR,TPK1;TPK1
cg19735804,,
cg19736397,,
cg19736994,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19738802,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19738812,5'UTR;TSS200,ZKSCAN5;ZKSCAN5
cg19739098,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19739774,5'UTR,RPA3
cg19741026,Body,ADAP1
cg19741077,TSS1500;Body;Body;Body,STAG3L2;PMS2L5;PMS2L5;PMS2L5
cg19742965,Body,GLI3
cg19743721,Body,ALKBH4
cg19743881,TSS200,TES
cg19744122,5'UTR;TSS1500;1stExon,SYPL1;SYPL1;SYPL1
cg19744326,,
cg19744528,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19746375,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19747852,TSS200,TRA2A
cg19752627,Body;Body;Body,TMEM130;TMEM130;TMEM130
cg19752686,Body;Body,AGAP3;AGAP3
cg19752855,3'UTR,LOC389493
cg19754694,Body;Body,FLJ43663;FLJ43663
cg19755314,,
cg19757493,,
cg19759064,1stExon;5'UTR,PHKG1;PHKG1
cg19759481,TSS200,HOXA5
cg19760898,TSS200,TMEM229A
cg19761458,,
cg19761679,Body;Body,FBXL13;FBXL13
cg19761758,,
cg19762533,Body;Body,POU6F2;POU6F2
cg19762801,3'UTR,SEMA3A
cg19763428,Body,PDE1C
cg19764295,Body;Body;Body;Body;Body,CALD1;CALD1;CALD1;CALD1;CALD1
cg19765378,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19766178,,
cg19767562,Body,TFR2
cg19768312,TSS1500;TSS1500,AGAP3;AGAP3
cg19768855,Body;Body;Body,CROT;CROT;CROT
cg19770955,Body;TSS1500;Body;Body,COG5;DUS4L;COG5;COG5
cg19772723,Body,RSBN1L
cg19772754,Body,NAMPT
cg19772938,TSS1500;Body,MKLN1;MKLN1
cg19773249,3'UTR;3'UTR,ACTR3C;ACTR3C
cg19774365,,
cg19775718,Body;Body,ASZ1;ASZ1
cg19776616,,
cg19778698,TSS1500,MAFK
cg19781133,1stExon;1stExon,KCNH2;KCNH2
cg19781251,Body;3'UTR,PEG10;PEG10
cg19783160,Body,WDR60
cg19783291,Body;Body;Body,CUX1;CUX1;CUX1
cg19783626,,
cg19784477,Body,TFPI2
cg19786287,TSS200;TSS1500,SMARCD3;SMARCD3
cg19788272,Body;Body,PDGFA;PDGFA
cg19789755,,
cg19790941,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19793499,Body;Body,AUTS2;AUTS2
cg19794345,,
cg19794674,,
cg19795616,,
cg19795796,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19795853,,
cg19795866,,
cg19797049,TSS200;TSS200,DNAJC2;DNAJC2
cg19797536,5'UTR,ANKIB1
cg19797896,,
cg19798735,Body;TSS1500;TSS1500;TSS1500,IMMP2L;LRRN3;LRRN3;LRRN3
cg19798832,Body,PARP12
cg19799454,,
cg19799702,,
cg19800032,,
cg19800407,Body,ORC5L
cg19800427,TSS1500;TSS1500,ASZ1;ASZ1
cg19800728,,
cg19801025,Body;Body;TSS1500;Body,ST7;ST7;ST7OT1;ST7OT4
cg19802368,Body;Body,KIAA1549;KIAA1549
cg19802458,TSS1500,FIS1
cg19803052,TSS1500,TMEM196
cg19803194,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19807537,TSS200,LMTK2
cg19808841,Body;TSS200,MKLN1;MKLN1
cg19809988,TSS200;TSS200;Body,ATP6V0E2;ATP6V0E2;LOC401431
cg19812887,,
cg19812944,TSS1500;Body;TSS1500;TSS1500,PRKAR1B;HEATR2;PRKAR1B;PRKAR1B
cg19814210,TSS200,PION
cg19814400,Body,VIPR2
cg19815904,5'UTR;1stExon,SEMA3C;SEMA3C
cg19815917,,
cg19815933,,
cg19816107,Body;Body,NT5C3;NT5C3
cg19816125,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19816235,3'UTR,SKAP2
cg19816379,,
cg19816811,TSS1500,HOXA6
cg19817215,,
cg19817488,Body,CHCHD3
cg19817912,5'UTR,HOXA3
cg19818218,5'UTR,CCDC146
cg19818271,TSS1500;5'UTR;5'UTR;TSS1500;TSS1500,PHTF2;PHTF2;PHTF2;PHTF2;PHTF2
cg19828791,5'UTR;1stExon,C7orf52;C7orf52
cg19829477,,
cg19831077,TSS1500,WDR86
cg19832597,TSS200,GARS
cg19834134,1stExon;1stExon,PCLO;PCLO
cg19835606,TSS1500;3'UTR;3'UTR;TSS1500,FASTK;TMUB1;TMUB1;FASTK
cg19836549,,
cg19837112,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19837298,Body,TNRC18
cg19837815,TSS200;5'UTR;5'UTR,C7orf29;LRRC61;LRRC61
cg19838156,5'UTR,LOC728927
cg19838506,,
cg19843429,5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR;5'UTR,OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3;OSBPL3
cg19854048,,
cg19854521,TSS1500,TFPI2
cg19854900,Body;Body,SDK1;SDK1
cg19856897,,
cg19857140,Body,SSPO
cg19857407,,
cg19858082,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19858151,Body,DNAJB6
cg19858214,,
cg19861078,,
cg19861260,Body,ABCB1
cg19861697,5'UTR;5'UTR;Body;Body;5'UTR,DMTF1;DMTF1;DMTF1;DMTF1;DMTF1
cg19862616,Body,NCRNA00174
cg19863040,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19865182,TSS200,RALA
cg19865375,Body;Body,KIAA1324L;KIAA1324L
cg19868125,Body,SDK1
cg19868301,TSS200,LOC349114
cg19868468,,
cg19868631,TSS1500,VSTM2A
cg19869035,3'UTR;3'UTR,IQCE;IQCE
cg19871079,Body,SDK1
cg19871348,,
cg19871631,,
cg19873785,5'UTR;TSS1500;1stExon,ZNHIT1;PLOD3;ZNHIT1
cg19874047,1stExon;5'UTR;TSS200,CUX1;CUX1;CUX1
cg19874314,,
cg19875547,Body;Body,AMPH;AMPH
cg19877088,Body,ZNF800
cg19877419,TSS200,LOC728743
cg19877741,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19878138,,
cg19878711,,
cg19879539,TSS200,LOC154761
cg19879675,TSS200;1stExon,DNAJC30;WBSCR22
cg19882119,Body,FAM20C
cg19882784,TSS1500;TSS1500;TSS1500,C7orf49;C7orf49;C7orf49
cg19884634,Body,PRRT4
cg19888684,,
cg19889856,TSS1500;TSS1500;TSS1500,C7orf49;C7orf49;C7orf49
cg19889934,Body,LOC493754
cg19892210,TSS1500,CYCS
cg19894728,Body;Body,ATXN7L1;ATXN7L1
cg19894980,,
cg19896591,,
cg19897017,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19897172,TSS200,PL-5283
cg19901421,,
cg19902439,TSS200;TSS1500,SMARCD3;SMARCD3
cg19906813,,
cg19907355,,
cg19907438,,
cg19907520,Body,SEMA3E
cg19907968,,
cg19908611,,
cg19909623,Body;Body,AUTS2;AUTS2
cg19910201,,
cg19910754,1stExon;5'UTR,FLJ36031;FLJ36031
cg19910922,TSS1500,C7orf55
cg19915007,,
cg19915185,TSS1500,TSGA14
cg19918297,,
cg19918623,Body,CHCHD3
cg19920134,5'UTR,STARD3NL
cg19920283,TSS200,RINT1
cg19921577,Body;Body,SMURF1;SMURF1
cg19921947,5'UTR,PSPH
cg19924104,5'UTR;1stExon;1stExon;TSS200;TSS200;TSS200;5'UTR,PEG10;PEG10;PEG10;SGCE;SGCE;SGCE;PEG10
cg19924335,TSS200,C7orf30
cg19924540,Body,FBXL18
cg19925597,5'UTR,CARD11
cg19926079,TSS200;1stExon;5'UTR;5'UTR;1stExon,PSPH;CCT6A;CCT6A;CCT6A;CCT6A
cg19926395,TSS1500,GBX1
cg19927214,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19928336,TSS200,SRPK2
cg19928340,,
cg19928423,5'UTR;5'UTR,MLL5;MLL5
cg19928597,,
cg19929006,Body,VWDE
cg19929126,TSS200,TRIL
cg19929194,5'UTR,RAPGEF5
cg19929638,,
cg19930314,Body,TRRAP
cg19932792,TSS200;TSS200;TSS200,DYNC1I1;DYNC1I1;DYNC1I1
cg19933320,TSS1500;TSS1500,ZNF107;ZNF107
cg19934194,Body,CYTH3
cg19934686,,
cg19935531,Body,GLI3
cg19938194,Body,HEATR2
cg19939124,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19941686,Body,NUPL2
cg19942213,Body,CTTNBP2
cg19942237,TSS1500,PRR15
cg19942305,,
cg19947463,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19948807,Body;Body;Body;Body,GRB10;GRB10;GRB10;GRB10
cg19950090,,
cg19951638,TSS1500;TSS200,SBDS;TYW1
cg19952015,Body;Body,ATXN7L1;ATXN7L1
cg19954227,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19955956,TSS200;TSS200;TSS200;TSS1500;TSS1500;TSS200,SBDSP;SBDSP;SBDSP;TYW1B;TYW1B;SBDSP
cg19956866,,
cg19956914,Body;Body;Body;Body;Body,SUMF2;SUMF2;SUMF2;SUMF2;SUMF2
cg19958057,1stExon;5'UTR;1stExon;5'UTR,MET;MET;MET;MET
cg19960827,TSS200;TSS200,ING3;ING3
cg19961013,Body;Body;Body,KIAA1324L;KIAA1324L;KIAA1324L
cg19961277,Body,UBE3C
cg19961460,,
cg19961898,Body,WDR60
cg19961980,,
cg19962750,TSS1500,DLX5
cg19964811,,
cg19966378,,
cg19966621,TSS200;TSS200,NT5C3;NT5C3
cg19967800,TSS1500,LRGUK
cg19968179,,
cg19969115,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19969359,Body;Body;Body,HDAC9;HDAC9;HDAC9
cg19970200,,
cg19971924,TSS200,TMED4
cg19972068,TSS1500,COL28A1
cg19972223,TSS200;TSS200,C7orf68;C7orf68
cg19972273,,
cg19972822,Body;Body,ZC3HAV1;ZC3HAV1
cg19974428,TSS1500;TSS1500;TSS1500,TMEM130;TMEM130;TMEM130
cg19977494,TSS1500,CCDC136
cg19978416,,
cg19978669,Body;Body,SYPL1;SYPL1
cg19978910,TSS1500,AGR3
cg19981991,,
cg19987253,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19987877,,
cg19988637,TSS1500,FIS1
cg19988671,,
cg19989222,1stExon;5'UTR;5'UTR;1stExon,SMURF1;SMURF1;SMURF1;SMURF1
cg19992474,,
cg19992672,5'UTR;5'UTR;1stExon;5'UTR,ARL4A;ARL4A;ARL4A;ARL4A
cg19993224,,
cg19998533,,
cg19999161,5'UTR;5'UTR,HOXA3;HOXA3
cg20000107,,
cg20000866,,
cg20001070,5'UTR;5'UTR,UPP1;UPP1
cg20002177,3'UTR,DLX5
cg20002248,Body,ACN9
cg20003144,TSS200,KIAA0415
cg20004424,TSS1500,TBL2
cg20005074,,
cg20005629,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg20007465,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg20007643,Body;Body,FLJ43663;FLJ43663
cg20010341,,
cg20012008,TSS1500;TSS1500;TSS1500,AUTS2;AUTS2;AUTS2
cg20013533,Body;Body,AHCYL2;AHCYL2
cg20013963,Body,DPY19L1
cg20014495,5'UTR,IQUB
cg20017891,,
cg20018267,Body;Body,TRIM24;TRIM24
cg20018396,,
cg20019019,5'UTR;TSS200;TSS200;5'UTR,GPR85;GPR85;GPR85;GPR85
cg20019546,1stExon,SFRP4
cg20020723,,
cg20021941,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg20022118,5'UTR;5'UTR;5'UTR,ICA1;ICA1;ICA1
cg20022578,TSS1500,VPS37D
cg20023356,Body;TSS1500;TSS200;Body;Body,TBRG4;SNORA5A;SNORA5C;TBRG4;TBRG4
cg20024310,,
cg20025238,Body,SMO
cg20025824,Body,TNRC18
cg20026367,Body,MKLN1
cg20026673,TSS1500,C7orf70
cg20028661,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg20029324,,
cg20029449,,
cg20030024,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg20030852,,
cg20030934,Body,NOM1
cg20031845,,
cg20032179,TSS200;5'UTR;TSS200,URGCP;URGCP;URGCP
cg20032693,Body;Body;Body;Body;Body,WIPI2;WIPI2;WIPI2;WIPI2;WIPI2
cg20033210,TSS200,PMPCB
cg20033401,Body;Body;Body;Body;Body,ABHD11;ABHD11;ABHD11;ABHD11;ABHD11
cg20033598,1stExon,C7orf60
cg20035206,Body;TSS1500;TSS1500,GCK;GCK;GCK
cg20037088,,
cg20037968,5'UTR,CARD11
cg20038219,,
cg20039211,,
cg20040691,TSS200;TSS200,ASB4;ASB4
cg20040772,TSS1500;TSS200,MEPCE;ZCWPW1
cg20041612,Body;Body;Body;Body,EGFR;EGFR;EGFR;EGFR
cg20041873,TSS1500;5'UTR;TSS1500;5'UTR;TSS1500,SGCE;PEG10;SGCE;PEG10;SGCE
cg20044143,,
cg20046236,,
cg20047235,TSS1500;TSS1500;TSS1500,CDK5;CDK5;SLC4A2
cg20047924,,
cg20048050,Body,SRRM3
cg20048109,Body,MAGI2
cg20048529,Body;Body,SMURF1;SMURF1
cg20049309,5'UTR;Body,ZNF92;ZNF92
cg20050108,TSS1500;TSS1500;TSS1500,FOXP2;FOXP2;FOXP2
cg20050761,5'UTR;TSS200;5'UTR;TSS1500,MEST;MEST;MEST;MESTIT1
cg20052214,Body,TTYH3
cg20052431,,
cg20052718,1stExon,TWIST1
cg20054412,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg20054852,,
cg20058937,Body;Body,SLC29A4;SLC29A4
cg20058999,Body,MLL3
cg20060216,Body;Body;Body,DPP6;DPP6;DPP6
cg20061010,,
cg20061873,TSS1500,OCM
cg20061884,TSS1500;1stExon;TSS1500;5'UTR,THAP5;DNAJB9;THAP5;DNAJB9
cg20061890,TSS1500,BHLHA15
cg20062097,TSS200,
